ano;id_uf;sigla_uf;pib;impostos_liquidos;va;va_agropecuaria;va_industria;va_servicos;va_adespss
2020;35;SP;2,37764E+12;3,62789E+11;2,01485E+12;44391204963;4,16873E+11;1,35631E+12;1,97274E+11
2002;41;PR;88235714970;11882496936;76353218041;8462914918;23308010446;34972719033;9609573655
2003;41;PR;1,10039E+11;13557011888;96482402507;12452820328;28301257344;44634463224;11093861614
2004;41;PR;1,23452E+11;15745288770;1,07706E+11;12231959118;33450052400;49896436508;12127792758
2005;41;PR;1,27465E+11;16847472015;1,10617E+11;10348528250;33836920396;52481146874;13950439935
2006;41;PR;1,37648E+11;18199411582;1,19449E+11;10041830908;35491045720;58515504746;15400517719
2007;41;PR;1,65209E+11;21244261566;1,43965E+11;12808334019;41390051261;72532339778;17233904355
2008;41;PR;1,85684E+11;26258915201;1,59425E+11;16477829540;44581807414;78915761757;19449544765
2009;41;PR;1,96676E+11;25632085267;1,71044E+11;14639071111;48466186679;86647673269;21290595635
2010;41;PR;2,25205E+11;32280693609;1,92925E+11;17801329722;54221390990;97169280653;23732559707
2011;41;PR;2,57122E+11;38271155855;2,18851E+11;20734957581;62004882445;1,09155E+11;26955780168
2012;41;PR;2,8562E+11;42692943832;2,42927E+11;22230118689;64970522513;1,24768E+11;30958431081
2013;41;PR;3,33481E+11;45802534856;2,87679E+11;29915244891;74996316032;1,46779E+11;35987682146
2014;41;PR;3,48084E+11;46977486611;3,01107E+11;28599808402;75758469754;1,56146E+11;40602808470
2015;41;PR;3,76963E+11;50332271966;3,26631E+11;29397753791;83080350707;1,70341E+11;43811481398
2016;41;PR;4,01814E+11;50484607748;3,5133E+11;34670442292;90310036326;1,77295E+11;49053801962
2017;41;PR;4,21498E+11;55469453738;3,66028E+11;34454306960;92835937761;1,86216E+11;52522503283
2018;41;PR;4,40029E+11;57461290194;3,82568E+11;36364979070;93690647675;1,9952E+11;52992102770
2019;41;PR;4,66377E+11;60748249689;4,05629E+11;34337307260;1,0578E+11;2,10477E+11;55034885719
2020;41;PR;4,87931E+11;61561140578;4,26369E+11;56493860969;1,11144E+11;2,01893E+11;56838129811
2002;42;SC;54481893216;7132704773;47349188451;4854758863;14759198396;21458344746;6276886442
2003;42;SC;64098474683;8590621518;55507853161;5888997388;17292723888;25024765615;7301366278
2004;42;SC;73618965923;9422519561;64196446358;6056098884;21240360317;29051305794;7848681371
2005;42;SC;81549243683;11425596405;70123647291;5878781082;22321015731;32790057474;9133792997
2006;42;SC;91063448624;12416926228;78646522392;5792085059;25355323265;37226710670;10272403403
2007;42;SC;1,03728E+11;14227780705;89500311532;6554496565;30979327705;40271014827;11695472439
2008;42;SC;1,21477E+11;17423076279;1,04054E+11;8364734084;33991287324;47921138140;13777022031
2009;42;SC;1,29099E+11;17815932676;1,11283E+11;8584319545;34414768058;53177893133;15105621618
2010;42;SC;1,53726E+11;23256366773;1,3047E+11;8942401725;42611872268;62085765977;16829600643
2011;42;SC;1,74068E+11;27123556003;1,46945E+11;8939526524;49573572687;69597714584;18833951946
2012;42;SC;1,91795E+11;29742364896;1,62052E+11;8896852548;52362594054;80005603716;20787236933
2013;42;SC;2,14512E+11;33540617487;1,80972E+11;12115977124;55719105848;88942119705;24194421408
2014;42;SC;2,42553E+11;37721069521;2,04832E+11;12676377376;62122645355;1,03567E+11;26466111977
2015;42;SC;2,4908E+11;39409220873;2,0967E+11;12485692666;60267844596;1,08382E+11;28534686416
2016;42;SC;2,56755E+11;38841574514;2,17913E+11;15004686364;59126499132;1,12349E+11;31433150392
2017;42;SC;2,7727E+11;43322451092;2,33948E+11;14212205733;63230006319;1,22831E+11;33674358942
2018;42;SC;2,98227E+11;50319055812;2,47908E+11;13671160375;66293250066;1,32462E+11;35481400794
2019;42;SC;3,23264E+11;55372570510;2,67891E+11;15204640548;71166135078;1,43838E+11;37682742536
2020;42;SC;3,49275E+11;59990110988;2,89285E+11;19402797571;78132238752;1,53999E+11;37750478847
2002;43;RS;98847210906;14349583085;84497627809;9210447013;22444214831;42685527782;10157438181
2003;43;RS;1,19325E+11;16871282495;1,02454E+11;14081726481;27365989283;48573591942;12432808464
2004;43;RS;1,31192E+11;19530531936;1,11662E+11;12759033716;32585889650;53006277016;13310473973
2005;43;RS;1,36363E+11;21952887970;1,1441E+11;8143541035;32687548328;58790535818;14788255461
2006;43;RS;1,47623E+11;22855633778;1,24767E+11;10540411559;32988726381;64837007009;16400820538
2007;43;RS;1,6801E+11;24520217811;1,4349E+11;13035288636;36075536015;75726012802;18652696807
2008;43;RS;1,9023E+11;29109346855;1,6112E+11;15835785170;41144445431;83405243436;20735001567
2009;43;RS;2,04345E+11;29203363043;1,75142E+11;15580480565;48166085324;88972292339;22422718898
2010;43;RS;2,41249E+11;35446457089;2,05803E+11;17162698161;57499409470;1,02428E+11;28712844109
2011;43;RS;2,65056E+11;38683000844;2,26373E+11;18877243180;61446640103;1,14679E+11;31370756528
2012;43;RS;2,87587E+11;42099905454;2,45487E+11;16293754437;65393614081;1,29347E+11;34452310595
2013;43;RS;3,32293E+11;45627566085;2,86665E+11;28784075939;69445164634;1,47891E+11;40545177793
2014;43;RS;3,57816E+11;47889286236;3,09927E+11;28904542355;72455166896;1,6325E+11;45317474449
2015;43;RS;3,81993E+11;48574905799;3,33418E+11;31271499110;77437931506;1,7597E+11;48738532904
2016;43;RS;4,0879E+11;52764580210;3,56025E+11;36269541283;81763596272;1,87248E+11;50744020897
2017;43;RS;4,2327E+11;56166979636;3,67103E+11;33612228094;82102382078;1,98169E+11;53219175511
2018;43;RS;4,57294E+11;60760044033;3,96534E+11;35592662656;88973678673;2,14645E+11;57322848201
2019;43;RS;4,82464E+11;62316076148;4,20148E+11;36264071570;94640915498;2,27082E+11;62161083712
2020;43;RS;4,70942E+11;60940138440;4,10002E+11;36152317741;95234088624;2,16008E+11;62607236661
2002;50;MS;16440423926;1825763993;14614659932;3704293509;2414309643;5857580657;2638476116
2003;50;MS;21846566336;2487709178;19358857158;5603807024;3179522155;7428209376;3147318609
2004;50;MS;23372308186;2995523400;20376784782;4928541597;3868505120;7928649563;3651088504
2005;50;MS;23725258355;3331839706;20393418654;3492881141;3731937053;9079641035;4088959430
2006;50;MS;26667893812;3782241979;22885651831;3614580790;4406875197;9931655572;4932540273
2007;50;MS;30084765195;4358950022;25725815177;4288215660;4270984236;11579196544;5587418745
2008;50;MS;36219263039;5451263331;30767999700;5946530422;5305441618;12986128927;6529898750
2009;50;MS;39517741740;5366525053;34151216690;5968605716;6212919871;14736152693;7233538405
2010;50;MS;47270656394;5774643847;41496012552;7151612325;9380762956;16777300910;8186336355
2011;50;MS;55133162451;6787270186;48345892261;8475223911;10946619254;19650183665;9273865427
2012;50;MS;62013200885;7372619948;54640580938;9672427630;12318089087;22393201005;10256863217
2013;50;MS;69203201262;7956459436;61246741825;10848014821;13534624371;25054324840;11809777797
2014;50;MS;78950132709;8577514645;70372618057;12195262841;15220133122;30331933766;12625288325
2015;50;MS;83082554714;8765977682;74316577031;13644663795;16375541007;30673810277;13622561943
2016;50;MS;91892285159;9225096028;82667189133;15920945143;18678151004;32792432971;15275660017
2017;50;MS;96396433756;9955459287;86440974465;15199479164;19094159024;35431615262;16715721015
2018;50;MS;1,06969E+11;10785548161;96183593537;18296454346;21406102497;38563839105;17917197593
2019;50;MS;1,06943E+11;11802284467;95140961949;16266178181;20483615518;38821933550;19569234705
2020;50;MS;1,22628E+11;12730268897;1,09897E+11;26045011196;23313710730;40463334838;20075400418
2002;51;MT;19190652533;2476104731;16714547797;4053906412;3044815634;6566238321;3049587433
2003;51;MT;26697096887;3262108966;23434987909;6911803925;3613938812;9364127181;3545118004
2004;51;MT;33388670158;4106943752;29281726405;9243226306;5478654213;10628756489;3931089393
2005;51;MT;34257054621;4223134375;30033920250;8364458626;5198473042;11881369127;4589619468
2006;51;MT;30700164573;4467009982;26233154589;4115653615;4432619131;12375105624;5309776216
2007;51;MT;38027578413;4969382857;33058195563;6498656452;5176258584;15318360886;6064919642
2008;51;MT;49202505249;6025343263;43177161986;9832948496;6490773390;19636448487;7216991616
2009;51;MT;52693416786;6332418655;46360998142;9891748968;7129628897;21345725794;7993894478
2010;51;MT;56600955373;6826407756;49774547612;8373222532;9770833413;22575617824;9054873855
2011;51;MT;69153956735;7553524011;61600432725;13606987612;10999848540;26855697848;10137898736
2012;51;MT;79665691137;9215533725;70450157413;17431769554;11064469518;30643168187;11310750153
2013;51;MT;89212918588;10733133270;78479785311;18403528187;13826119832;33175417134;13074720159
2014;51;MT;1,01235E+11;10423118357;90811401921;19080402261;15824596355;41243642012;14662761311
2015;51;MT;1,07418E+11;9820544148;97597774485;19323226798;17124333398;44688809409;16461404866
2016;51;MT;1,2388E+11;11965235742;1,11915E+11;25083183867;18327662678;49629725275;18874487993
2017;51;MT;1,26846E+11;14528034054;1,12318E+11;22529143287;17045048654;52831420277;19912251528
2018;51;MT;1,37443E+11;14748701417;1,22694E+11;25684098881;19398439739;56343006152;21268606648
2019;51;MT;1,42122E+11;15503622934;1,26618E+11;27051018424;20585079174;56980389866;22001917567
2020;51;MT;1,7865E+11;19040711886;1,59609E+11;46004316712;27663774472;62253821963;23686938663
2002;52;GO;38629364574;4484244717;34145119868;5051406044;8737191313;14922918441;5433604075
2003;52;GO;45557889216;5501047223;40056841984;5978347937;10090205319;17765222257;6223066481
2004;52;GO;51103815346;5569127984;45534687383;6597089046;12094099774;19726898913;7116599649
2005;52;GO;53865112567;6062806613;47802305949;4949243020;13117514181;21706638015;8028910732
2006;52;GO;61375402643;7110975334;54264427317;4227251206;14737378758;26222300447;9077496916
2007;52;GO;71410567717;8122453277;63288114448;5768765835;18003282454;29247415428;10268650731
2008;52;GO;82417563800;9944062790;72473501011;7614712941;20151244249;32938241089;11769302731
2009;52;GO;92865743084;10763392310;82102350778;9127195018;22791027800;37865107446;12319020510
2010;52;GO;1,0677E+11;13524109748;93245999720;10376549294;26426091169;42117306364;14326052903
2011;52;GO;1,21297E+11;16169881053;1,05127E+11;11615992522;28318485034;48899905717;16292456515
2012;52;GO;1,38758E+11;16281342038;1,22476E+11;14076185796;31753852461;58523824008;18122620723
2013;52;GO;1,513E+11;17491889632;1,33808E+11;16443064606;34474150791;62138112013;20752958079
2014;52;GO;1,65015E+11;18454976809;1,4656E+11;15645244889;34823316823;73155671702;22936108235
2015;52;GO;1,73632E+11;19058998309;1,54573E+11;16107352630;37806900135;76120154718;24539044436
2016;52;GO;1,8176E+11;19652308568;1,62107E+11;19727710795;37192410100;79562123678;25625050386
2017;52;GO;1,91948E+11;20647120873;1,71301E+11;19423014552;37097357607;86094314437;28686493566
2018;52;GO;1,95682E+11;21791556394;1,7389E+11;19905389676;36092370052;87575964086;30316443768
2019;52;GO;2,08672E+11;23475570946;1,85197E+11;21176310751;39177869333;91287240881;33555499807
2020;52;GO;2,24126E+11;24293378912;1,99833E+11;29022562983;47124851599;89797907217;33887411346
2002;53;DF;53902199799;6926279208;46975920591;165416683;4089946543;21927573402;20792983964
2003;53;DF;58456124319;8184362560;50271761758;202741092;3626552963;23457578470;22984889233
2004;53;DF;67076505202;9052714237;58023790964;207927238;4582968259;26294290396;26938605071
2005;53;DF;75732681210;10861777419;64870903791;233067382;5404386536;29543222809;29690227064
2006;53;DF;84661405538;11310685519;73350720019;189609085;4714630368;34310022860;34136457706
2007;53;DF;93404000766;11877963964;81526036802;262024894;5237235023;38931154849;37095622036
2008;53;DF;1,103E+11;15856586864;94442970282;316058423;5726278901;45514197129;42886435828
2009;53;DF;1,24324E+11;17605560039;1,06718E+11;364899931;7660050614;48584244132;50108998365
2010;53;DF;1,44174E+11;22553878700;1,2162E+11;327804575;9184148921;58259560974;53848708424
2011;53;DF;1,54569E+11;22938023988;1,31631E+11;616419106;9376544959;62166346253;59471619649
2012;53;DF;1,64101E+11;25839513776;1,38262E+11;493362299;9705773895;67883270248;60179416257
2013;53;DF;1,75907E+11;25103790066;1,50803E+11;612235250;9690310704;73716987942;66783401570
2014;53;DF;1,97432E+11;26230292508;1,71202E+11;770067554;11346921785;85358920839;73725855841
2015;53;DF;2,15613E+11;29318811520;1,86294E+11;626694085;9996983948;92375778698;83294594587
2016;53;DF;2,3554E+11;29145619376;2,06394E+11;820754661;9662357225;1,0386E+11;92051447720
2017;53;DF;2,44722E+11;29120461647;2,15602E+11;828313642;8448768236;1,08322E+11;98002586380
2018;53;DF;2,54817E+11;28692287369;2,26125E+11;1022690641;9541298290;1,13768E+11;1,01793E+11
2019;53;DF;2,73614E+11;30686607647;2,42927E+11;992393584;9453608031;1,25262E+11;1,07219E+11
2020;53;DF;2,65847E+11;25466227775;2,40381E+11;1623976909;10942472569;1,16548E+11;1,11267E+11
