Ticker;Nome_Empresa;Setor;Subsetor;Tipo_Ativo
D1XC34;NÃO ENCONTRADO;;;
DAGB11;NÃO ENCONTRADO;;;
DAGB33;NÃO ENCONTRADO;;;
DATA3;NÃO ENCONTRADO;;;
DATA4;NÃO ENCONTRADO;;;
DAYC4;NÃO ENCONTRADO;;;
DCVY34;NÃO ENCONTRADO;;;
DCVY35;NÃO ENCONTRADO;;;
DDNB34;NÃO ENCONTRADO;;;
DEAI34;NÃO ENCONTRADO;;;
DELL11B;NÃO ENCONTRADO;;;
DFV 3;NÃO ENCONTRADO;;;
DFV 4;NÃO ENCONTRADO;;;
DFVA3;NÃO ENCONTRADO;;;
DFVA4;NÃO ENCONTRADO;;;
DHB 3;NÃO ENCONTRADO;;;
DHB 4;NÃO ENCONTRADO;;;
DHBI3;NÃO ENCONTRADO;;;
DHBI4;NÃO ENCONTRADO;;;
DHER34;NÃO ENCONTRADO;;;
DIS 3;NÃO ENCONTRADO;;;
DIS 4;NÃO ENCONTRADO;;;
DIS 6;NÃO ENCONTRADO;;;
DISA4;NÃO ENCONTRADO;;;
DISB11B;NÃO ENCONTRADO;;;
DIX 4;NÃO ENCONTRADO;;;
DJO 4;NÃO ENCONTRADO;;;
DJON4;NÃO ENCONTRADO;;;
DLTR34;NÃO ENCONTRADO;;;
DMMO3;NÃO ENCONTRADO;;;
DOC 3;NÃO ENCONTRADO;;;
DOC 4;NÃO ENCONTRADO;;;
DOCA3;NÃO ENCONTRADO;;;
DOCA4;NÃO ENCONTRADO;;;
DOH 3;NÃO ENCONTRADO;;;
DOH 4;NÃO ENCONTRADO;;;
DOHL3;NÃO ENCONTRADO;;;
DOMO3;NÃO ENCONTRADO;;;
DOV 3;NÃO ENCONTRADO;;;
DOV 4;NÃO ENCONTRADO;;;
DOWB11B;NÃO ENCONTRADO;;;
DOWB34;NÃO ENCONTRADO;;;
DPP 3;NÃO ENCONTRADO;;;
DPP 4;NÃO ENCONTRADO;;;
DPPI3;NÃO ENCONTRADO;;;
DPPI4;NÃO ENCONTRADO;;;
DRO 10;NÃO ENCONTRADO;;;
DRO 3;NÃO ENCONTRADO;;;
DRO 5;NÃO ENCONTRADO;;;
DRO 8;NÃO ENCONTRADO;;;
DROG3;NÃO ENCONTRADO;;;
DSUL3;NÃO ENCONTRADO;;;
DTCY3;NÃO ENCONTRADO;;;
DTEX3;NÃO ENCONTRADO;;;
DUFB11;NÃO ENCONTRADO;;;
DUKB34;NÃO ENCONTRADO;;;
DUPO34;NÃO ENCONTRADO;;;
DUQ 3;NÃO ENCONTRADO;;;
DUQ 4;NÃO ENCONTRADO;;;
DUQE3;NÃO ENCONTRADO;;;
DUQE4;NÃO ENCONTRADO;;;
DUR 3;NÃO ENCONTRADO;;;
DUR 4;NÃO ENCONTRADO;;;
DURA3;NÃO ENCONTRADO;;;
DURA4;NÃO ENCONTRADO;;;
DWDP34;NÃO ENCONTRADO;;;
DXT 4;NÃO ENCONTRADO;;;
DXTG4;NÃO ENCONTRADO;;;
E1CL34;NÃO ENCONTRADO;;;
E1DI34;NÃO ENCONTRADO;;;
E1DU34;NÃO ENCONTRADO;;;
E1FX34;NÃO ENCONTRADO;;;
E1IX34;NÃO ENCONTRADO;;;
E1NI34;NÃO ENCONTRADO;;;
E1OG34;NÃO ENCONTRADO;;;
E1RI34;NÃO ENCONTRADO;;;
E1SE34;NÃO ENCONTRADO;;;
E1SS34;NÃO ENCONTRADO;;;
E1TF34;NÃO ENCONTRADO;;;
E1TR34;NÃO ENCONTRADO;;;
E1VE34;NÃO ENCONTRADO;;;
E1VR34;NÃO ENCONTRADO;;;
E1WL34;NÃO ENCONTRADO;;;
E1XC34;NÃO ENCONTRADO;;;
E1XP34;NÃO ENCONTRADO;;;
E1XR34;NÃO ENCONTRADO;;;
EAIN34;NÃO ENCONTRADO;;;
EBAY11B;NÃO ENCONTRADO;;;
EBAY34;NÃO ENCONTRADO;;;
EBC 3;NÃO ENCONTRADO;;;
EBC 4;NÃO ENCONTRADO;;;
EBCO3;NÃO ENCONTRADO;;;
EBCO4;NÃO ENCONTRADO;;;
EBE 3;NÃO ENCONTRADO;;;
EBE 4;NÃO ENCONTRADO;;;
EBEN3;NÃO ENCONTRADO;;;
EBEN4;NÃO ENCONTRADO;;;
EBER3;NÃO ENCONTRADO;;;
EBER4;NÃO ENCONTRADO;;;
EBER4M;NÃO ENCONTRADO;;;
EBTP3;NÃO ENCONTRADO;;;
EBTP4;NÃO ENCONTRADO;;;
ECI 3;NÃO ENCONTRADO;;;
ECI 4;NÃO ENCONTRADO;;;
ECIS3;NÃO ENCONTRADO;;;
ECIS4;NÃO ENCONTRADO;;;
ECL 4;NÃO ENCONTRADO;;;
ECOD3;NÃO ENCONTRADO;;;
ECP 3;NÃO ENCONTRADO;;;
ECP 4;NÃO ENCONTRADO;;;
ECPR3;NÃO ENCONTRADO;;;
ECPR4;NÃO ENCONTRADO;;;
EDN 5;NÃO ENCONTRADO;;;
EDNE5;NÃO ENCONTRADO;;;
EEEL3;NÃO ENCONTRADO;;;
EEEL3B;NÃO ENCONTRADO;;;
EEEL4;NÃO ENCONTRADO;;;
EEEL4B;NÃO ENCONTRADO;;;
EKTR3;NÃO ENCONTRADO;;;
ELA 3;NÃO ENCONTRADO;;;
ELAT3;NÃO ENCONTRADO;;;
ELB 4;NÃO ENCONTRADO;;;
ELBR4;NÃO ENCONTRADO;;;
ELC 3;NÃO ENCONTRADO;;;
ELC 5;NÃO ENCONTRADO;;;
ELC 6;NÃO ENCONTRADO;;;
ELC 7;NÃO ENCONTRADO;;;
ELC 8;NÃO ENCONTRADO;;;
ELC 9;NÃO ENCONTRADO;;;
ELCA3;NÃO ENCONTRADO;;;
ELCA4;NÃO ENCONTRADO;;;
ELCA5;NÃO ENCONTRADO;;;
ELCA6;NÃO ENCONTRADO;;;
ELE 3;NÃO ENCONTRADO;;;
ELE 5;NÃO ENCONTRADO;;;
ELE 6;NÃO ENCONTRADO;;;
ELEK3;NÃO ENCONTRADO;;;
ELEK4;NÃO ENCONTRADO;;;
ELET3;NÃO ENCONTRADO;;;
ELET5;NÃO ENCONTRADO;;;
ELET6;NÃO ENCONTRADO;;;
ELEV3;NÃO ENCONTRADO;;;
ELK 4;NÃO ENCONTRADO;;;
ELM 3;NÃO ENCONTRADO;;;
ELM 4;NÃO ENCONTRADO;;;
ELMJ3;NÃO ENCONTRADO;;;
ELMJ4;NÃO ENCONTRADO;;;
ELN 5;NÃO ENCONTRADO;;;
ELN 6;NÃO ENCONTRADO;;;
ELND3;NÃO ENCONTRADO;;;
ELND4;NÃO ENCONTRADO;;;
ELND5;NÃO ENCONTRADO;;;
ELND6;NÃO ENCONTRADO;;;
ELP 4;NÃO ENCONTRADO;;;
ELP 5;NÃO ENCONTRADO;;;
ELP 6;NÃO ENCONTRADO;;;
ELPL11;NÃO ENCONTRADO;;;
ELPL3;NÃO ENCONTRADO;;;
ELPL4;NÃO ENCONTRADO;;;
ELPL5;NÃO ENCONTRADO;;;
ELPL6;NÃO ENCONTRADO;;;
ELU 3;NÃO ENCONTRADO;;;
ELU 4;NÃO ENCONTRADO;;;
ELUM3;NÃO ENCONTRADO;;;
ELUM4;NÃO ENCONTRADO;;;
EMAE3;NÃO ENCONTRADO;;;
EMB 3;NÃO ENCONTRADO;;;
EMB 4;NÃO ENCONTRADO;;;
EMB 5;NÃO ENCONTRADO;;;
EMB 6;NÃO ENCONTRADO;;;
EMB 7;NÃO ENCONTRADO;;;
EMBR11;NÃO ENCONTRADO;;;
EMBR12;NÃO ENCONTRADO;;;
EMBR3;NÃO ENCONTRADO;;;
EMBR4;NÃO ENCONTRADO;;;
EMBR5;NÃO ENCONTRADO;;;
EMCC34;NÃO ENCONTRADO;;;
EMR 3;NÃO ENCONTRADO;;;
EMR 5;NÃO ENCONTRADO;;;
EMX 3;NÃO ENCONTRADO;;;
EMX 4;NÃO ENCONTRADO;;;
EMXS3;NÃO ENCONTRADO;;;
EMXS4;NÃO ENCONTRADO;;;
ENAT3;NÃO ENCONTRADO;;;
ENBR3;NÃO ENCONTRADO;;;
ENE 3;NÃO ENCONTRADO;;;
ENE 5;NÃO ENCONTRADO;;;
ENE 6;NÃO ENCONTRADO;;;
ENE 7;NÃO ENCONTRADO;;;
ENE 8;NÃO ENCONTRADO;;;
ENER3;NÃO ENCONTRADO;;;
ENER5;NÃO ENCONTRADO;;;
ENER6;NÃO ENCONTRADO;;;
ENGI3B;NÃO ENCONTRADO;;;
ENL 3;NÃO ENCONTRADO;;;
ENL 5;NÃO ENCONTRADO;;;
ENL 6;NÃO ENCONTRADO;;;
ENLT3;NÃO ENCONTRADO;;;
ENMA3B;NÃO ENCONTRADO;;;
ENMA5B;NÃO ENCONTRADO;;;
ENMA6B;NÃO ENCONTRADO;;;
EPE 3;NÃO ENCONTRADO;;;
EPE 4;NÃO ENCONTRADO;;;
EPED4;NÃO ENCONTRADO;;;
EPTE4;NÃO ENCONTRADO;;;
EQPA5;NÃO ENCONTRADO;;;
EQPA6;NÃO ENCONTRADO;;;
EQPA7;NÃO ENCONTRADO;;;
EQTL11;NÃO ENCONTRADO;;;
ERI 3;NÃO ENCONTRADO;;;
ERI 4;NÃO ENCONTRADO;;;
ERIC3;NÃO ENCONTRADO;;;
ERIC4;NÃO ENCONTRADO;;;
ESC 3;NÃO ENCONTRADO;;;
ESCE3;NÃO ENCONTRADO;;;
ESGB11;NÃO ENCONTRADO;;;
ESRX34;NÃO ENCONTRADO;;;
EST 3;NÃO ENCONTRADO;;;
EST 4;NÃO ENCONTRADO;;;
ESTC11;NÃO ENCONTRADO;;;
ESTC3;NÃO ENCONTRADO;;;
ESTR3;NÃO ENCONTRADO;;;
ESUD11;NÃO ENCONTRADO;;;
ESUT11;NÃO ENCONTRADO;;;
ESUU11;NÃO ENCONTRADO;;;
ETE 3;NÃO ENCONTRADO;;;
ETER4;NÃO ENCONTRADO;;;
EUC 3;NÃO ENCONTRADO;;;
EUC 4;NÃO ENCONTRADO;;;
EUC 5;NÃO ENCONTRADO;;;
EXGR34;NÃO ENCONTRADO;;;
EXXO11B;NÃO ENCONTRADO;;;
F1BH34;NÃO ENCONTRADO;;;
F1EC34;NÃO ENCONTRADO;;;
F1FI34;NÃO ENCONTRADO;;;
F1LI34;NÃO ENCONTRADO;;;
F1LS34;NÃO ENCONTRADO;;;
F1RA34;NÃO ENCONTRADO;;;
F1RC34;NÃO ENCONTRADO;;;
F1RI34;NÃO ENCONTRADO;;;
F1TV34;NÃO ENCONTRADO;;;
FAMB11B;NÃO ENCONTRADO;;;
FAP 3;NÃO ENCONTRADO;;;
FAP 4;NÃO ENCONTRADO;;;
FAPC3;NÃO ENCONTRADO;;;
FAPC4;NÃO ENCONTRADO;;;
FAT 3;NÃO ENCONTRADO;;;
FAT 4;NÃO ENCONTRADO;;;
FBM 3;NÃO ENCONTRADO;;;
FBM 4;NÃO ENCONTRADO;;;
FBMC3;NÃO ENCONTRADO;;;
FBMC4;NÃO ENCONTRADO;;;
FBOK34;NÃO ENCONTRADO;;;
FBR 4;NÃO ENCONTRADO;;;
FBRA4;NÃO ENCONTRADO;;;
FCA 3;NÃO ENCONTRADO;;;
FCA 4;NÃO ENCONTRADO;;;
FCA 5;NÃO ENCONTRADO;;;
FCAP3;NÃO ENCONTRADO;;;
FCAP4;NÃO ENCONTRADO;;;
FCCQ11;NÃO ENCONTRADO;;;
FCH 3;NÃO ENCONTRADO;;;
FCXO11B;NÃO ENCONTRADO;;;
FDMO11B;NÃO ENCONTRADO;;;
FDXB11B;NÃO ENCONTRADO;;;
FDXB34;NÃO ENCONTRADO;;;
FES 4;NÃO ENCONTRADO;;;
FFT 3;NÃO ENCONTRADO;;;
FFT 4;NÃO ENCONTRADO;;;
FFTD34;NÃO ENCONTRADO;;;
FFTL3;NÃO ENCONTRADO;;;
FFTL4;NÃO ENCONTRADO;;;
FGO 3;NÃO ENCONTRADO;;;
FGO 4;NÃO ENCONTRADO;;;
FGOS3;NÃO ENCONTRADO;;;
FGOS4;NÃO ENCONTRADO;;;
FGU 3;NÃO ENCONTRADO;;;
FGU 4;NÃO ENCONTRADO;;;
FGUI3;NÃO ENCONTRADO;;;
FGUI4;NÃO ENCONTRADO;;;
FIBR3;NÃO ENCONTRADO;;;
FIG 3;NÃO ENCONTRADO;;;
FIG 4;NÃO ENCONTRADO;;;
FIGE3;NÃO ENCONTRADO;;;
FIGE4;NÃO ENCONTRADO;;;
FJT 3;NÃO ENCONTRADO;;;
FJT 4;NÃO ENCONTRADO;;;
FJTA12;NÃO ENCONTRADO;;;
FJTA3;NÃO ENCONTRADO;;;
FJTA4;NÃO ENCONTRADO;;;
FLB 3;NÃO ENCONTRADO;;;
FLB 4;NÃO ENCONTRADO;;;
FLBR3;NÃO ENCONTRADO;;;
FLBR4;NÃO ENCONTRADO;;;
FLC 3;NÃO ENCONTRADO;;;
FLC 5;NÃO ENCONTRADO;;;
FLC 6;NÃO ENCONTRADO;;;
FLCL3;NÃO ENCONTRADO;;;
FLCL5;NÃO ENCONTRADO;;;
FLCL6;NÃO ENCONTRADO;;;
FLTC34;NÃO ENCONTRADO;;;
FMSC34;NÃO ENCONTRADO;;;
FMXB34;NÃO ENCONTRADO;;;
FNB 5;NÃO ENCONTRADO;;;
FNB 9;NÃO ENCONTRADO;;;
FNBS5;NÃO ENCONTRADO;;;
FOXC34;NÃO ENCONTRADO;;;
FRAS4;NÃO ENCONTRADO;;;
FRI 3;NÃO ENCONTRADO;;;
FRI 4;NÃO ENCONTRADO;;;
FRIO3;NÃO ENCONTRADO;;;
FRTA3;NÃO ENCONTRADO;;;
FTR 3;NÃO ENCONTRADO;;;
FTR 4;NÃO ENCONTRADO;;;
FTRX3;NÃO ENCONTRADO;;;
FTRX4;NÃO ENCONTRADO;;;
FTS 3;NÃO ENCONTRADO;;;
FTS 4;NÃO ENCONTRADO;;;
FTSE3;NÃO ENCONTRADO;;;
FTSE4;NÃO ENCONTRADO;;;
FTSU3;NÃO ENCONTRADO;;;
FTSU4;NÃO ENCONTRADO;;;
FTZ 4;NÃO ENCONTRADO;;;
FTZA4;NÃO ENCONTRADO;;;
G1LL34;NÃO ENCONTRADO;;;
G1LP34;NÃO ENCONTRADO;;;
G1MI34;NÃO ENCONTRADO;;;
G1PC34;NÃO ENCONTRADO;;;
G1RM34;NÃO ENCONTRADO;;;
GAF 3;NÃO ENCONTRADO;;;
GAFP3;NÃO ENCONTRADO;;;
GAFP4;NÃO ENCONTRADO;;;
GAL 3;NÃO ENCONTRADO;;;
GAL 4;NÃO ENCONTRADO;;;
GALO4;NÃO ENCONTRADO;;;
GAZ 4;NÃO ENCONTRADO;;;
GAZO3;NÃO ENCONTRADO;;;
GAZO4;NÃO ENCONTRADO;;;
GBIO33;NÃO ENCONTRADO;;;
GDBR34;NÃO ENCONTRADO;;;
GEOO11B;NÃO ENCONTRADO;;;
GEPA3;NÃO ENCONTRADO;;;
GETI3;NÃO ENCONTRADO;;;
GETI4;NÃO ENCONTRADO;;;
GFT 4;NÃO ENCONTRADO;;;
GFTT3;NÃO ENCONTRADO;;;
GFTT4;NÃO ENCONTRADO;;;
GIA 4;NÃO ENCONTRADO;;;
GIAN4;NÃO ENCONTRADO;;;
GLA 4;NÃO ENCONTRADO;;;
GLO 3;NÃO ENCONTRADO;;;
GLO 4;NÃO ENCONTRADO;;;
GLOB11;NÃO ENCONTRADO;;;
GLOB3;NÃO ENCONTRADO;;;
GLOB4;NÃO ENCONTRADO;;;
GME 4;NÃO ENCONTRADO;;;
GMEC4;NÃO ENCONTRADO;;;
GMSA3;NÃO ENCONTRADO;;;
GNDI3;NÃO ENCONTRADO;;;
GOA 3;NÃO ENCONTRADO;;;
GOA 4;NÃO ENCONTRADO;;;
GOLL4;NÃO ENCONTRADO;;;
GOOG11B;NÃO ENCONTRADO;;;
GOOG34;NÃO ENCONTRADO;;;
GOOG35;NÃO ENCONTRADO;;;
GPAR3;NÃO ENCONTRADO;;;
GPCP3;NÃO ENCONTRADO;;;
GPCP4;NÃO ENCONTRADO;;;
GPIV11;NÃO ENCONTRADO;;;
GPIV33;NÃO ENCONTRADO;;;
GRN 3;NÃO ENCONTRADO;;;
GRN 4;NÃO ENCONTRADO;;;
GRND11;NÃO ENCONTRADO;;;
GRNL3;NÃO ENCONTRADO;;;
GRNL4;NÃO ENCONTRADO;;;
GRP 5;NÃO ENCONTRADO;;;
GRPA11;NÃO ENCONTRADO;;;
GRPA3;NÃO ENCONTRADO;;;
GRSU3;NÃO ENCONTRADO;;;
GRSU5;NÃO ENCONTRADO;;;
GRSU6;NÃO ENCONTRADO;;;
GSGI11B;NÃO ENCONTRADO;;;
GTCZ4;NÃO ENCONTRADO;;;
GTD 3;NÃO ENCONTRADO;;;
GTD 4;NÃO ENCONTRADO;;;
GTDP3;NÃO ENCONTRADO;;;
GTDP3B;NÃO ENCONTRADO;;;
GTDP4;NÃO ENCONTRADO;;;
GTDP4B;NÃO ENCONTRADO;;;
GUA 3;NÃO ENCONTRADO;;;
GUA 4;NÃO ENCONTRADO;;;
GUAR3;NÃO ENCONTRADO;;;
GUAR4;NÃO ENCONTRADO;;;
GUR 3;NÃO ENCONTRADO;;;
GUR 4;NÃO ENCONTRADO;;;
GVTT3;NÃO ENCONTRADO;;;
H1AS34;NÃO ENCONTRADO;;;
H1BA34;NÃO ENCONTRADO;;;
H1BI34;NÃO ENCONTRADO;;;
H1CA34;NÃO ENCONTRADO;;;
H1EI34;NÃO ENCONTRADO;;;
H1ES34;NÃO ENCONTRADO;;;
H1IG34;NÃO ENCONTRADO;;;
H1LT34;NÃO ENCONTRADO;;;
H1OG34;NÃO ENCONTRADO;;;
H1OL34;NÃO ENCONTRADO;;;
H1RB34;NÃO ENCONTRADO;;;
H1RL34;NÃO ENCONTRADO;;;
H1SI34;NÃO ENCONTRADO;;;
H1TH34;NÃO ENCONTRADO;;;
H1ZN34;NÃO ENCONTRADO;;;
HALI11B;NÃO ENCONTRADO;;;
HBT 5;NÃO ENCONTRADO;;;
HER 3;NÃO ENCONTRADO;;;
HER 4;NÃO ENCONTRADO;;;
HERI3;NÃO ENCONTRADO;;;
HERI4;NÃO ENCONTRADO;;;
HET 3;NÃO ENCONTRADO;;;
HET 4;NÃO ENCONTRADO;;;
HETA3;NÃO ENCONTRADO;;;
HETA4;NÃO ENCONTRADO;;;
HGN 3;NÃO ENCONTRADO;;;
HGN 5;NÃO ENCONTRADO;;;
HGNN6;NÃO ENCONTRADO;;;
HGT 3;NÃO ENCONTRADO;;;
HGT 4;NÃO ENCONTRADO;;;
HGTX3;NÃO ENCONTRADO;;;
HGTX4;NÃO ENCONTRADO;;;
HNZB11B;NÃO ENCONTRADO;;;
HOME11B;NÃO ENCONTRADO;;;
HONB11B;NÃO ENCONTRADO;;;
HOO 4;NÃO ENCONTRADO;;;
HPQB11B;NÃO ENCONTRADO;;;
HRTP3;NÃO ENCONTRADO;;;
HSHY34;NÃO ENCONTRADO;;;
I1AC34;NÃO ENCONTRADO;;;
I1BN34;NÃO ENCONTRADO;;;
I1CE34;NÃO ENCONTRADO;;;
I1DX34;NÃO ENCONTRADO;;;
I1EX34;NÃO ENCONTRADO;;;
I1FF34;NÃO ENCONTRADO;;;
I1HG34;NÃO ENCONTRADO;;;
I1NF34;NÃO ENCONTRADO;;;
I1PG34;NÃO ENCONTRADO;;;
I1PH34;NÃO ENCONTRADO;;;
I1TW34;NÃO ENCONTRADO;;;
I1XC34;NÃO ENCONTRADO;;;
IAP 3;NÃO ENCONTRADO;;;
IAP 4;NÃO ENCONTRADO;;;
IAPS4;NÃO ENCONTRADO;;;
IBA 3;NÃO ENCONTRADO;;;
IBA 4;NÃO ENCONTRADO;;;
IBAN3;NÃO ENCONTRADO;;;
IBAN4;NÃO ENCONTRADO;;;
IBAN5;NÃO ENCONTRADO;;;
IBAN6;NÃO ENCONTRADO;;;
IBMB11B;NÃO ENCONTRADO;;;
IBP 3;NÃO ENCONTRADO;;;
IBP 5;NÃO ENCONTRADO;;;
IBP 6;NÃO ENCONTRADO;;;
IBPI5;NÃO ENCONTRADO;;;
IBPI6;NÃO ENCONTRADO;;;
IBR 4;NÃO ENCONTRADO;;;
IBXL11;NÃO ENCONTRADO;;;
ICF 3;NÃO ENCONTRADO;;;
ICF 4;NÃO ENCONTRADO;;;
ICP 3;NÃO ENCONTRADO;;;
ICP 4;NÃO ENCONTRADO;;;
ICPI3;NÃO ENCONTRADO;;;
ICPI4;NÃO ENCONTRADO;;;
IDC 3;NÃO ENCONTRADO;;;
IDC 4;NÃO ENCONTRADO;;;
IDNT3;NÃO ENCONTRADO;;;
IDR 4;NÃO ENCONTRADO;;;
IDVL3;NÃO ENCONTRADO;;;
IDVL4;NÃO ENCONTRADO;;;
IENG3;NÃO ENCONTRADO;;;
IENG4;NÃO ENCONTRADO;;;
IENG5;NÃO ENCONTRADO;;;
IGB 3;NÃO ENCONTRADO;;;
IGB 5;NÃO ENCONTRADO;;;
IGBR3;NÃO ENCONTRADO;;;
IGBR5;NÃO ENCONTRADO;;;
IGBR6;NÃO ENCONTRADO;;;
IGBR7;NÃO ENCONTRADO;;;
IGTA3;NÃO ENCONTRADO;;;
IGU 3;NÃO ENCONTRADO;;;
IGU 5;NÃO ENCONTRADO;;;
IGU 6;NÃO ENCONTRADO;;;
IGUA3;NÃO ENCONTRADO;;;
IGUA5;NÃO ENCONTRADO;;;
IGUA6;NÃO ENCONTRADO;;;
ILL 4;NÃO ENCONTRADO;;;
ILLS4;NÃO ENCONTRADO;;;
ILM 3;NÃO ENCONTRADO;;;
ILM 4;NÃO ENCONTRADO;;;
ILMD3;NÃO ENCONTRADO;;;
ILMD4;NÃO ENCONTRADO;;;
IMB 3;NÃO ENCONTRADO;;;
IMB 4;NÃO ENCONTRADO;;;
IMBI3;NÃO ENCONTRADO;;;
IMBI4;NÃO ENCONTRADO;;;
IMCH3;NÃO ENCONTRADO;;;
IMP 4;NÃO ENCONTRADO;;;
INE 10;NÃO ENCONTRADO;;;
INE 3;NÃO ENCONTRADO;;;
INE 4;NÃO ENCONTRADO;;;
INE 6;NÃO ENCONTRADO;;;
INEP12;NÃO ENCONTRADO;;;
INEP13;NÃO ENCONTRADO;;;
INET3;NÃO ENCONTRADO;;;
INFM3;NÃO ENCONTRADO;;;
INFM4;NÃO ENCONTRADO;;;
INPR3;NÃO ENCONTRADO;;;
IRI 3;NÃO ENCONTRADO;;;
IRID3;NÃO ENCONTRADO;;;
IRON3;NÃO ENCONTRADO;;;
ISBC34;NÃO ENCONTRADO;;;
ITA 3;NÃO ENCONTRADO;;;
ITA 4;NÃO ENCONTRADO;;;
ITAU3;NÃO ENCONTRADO;;;
ITAU4;NÃO ENCONTRADO;;;
ITE 3;NÃO ENCONTRADO;;;
ITE 4;NÃO ENCONTRADO;;;
ITE 5;NÃO ENCONTRADO;;;
ITEC3;NÃO ENCONTRADO;;;
ITEC5;NÃO ENCONTRADO;;;
ITI 3;NÃO ENCONTRADO;;;
ITI 4;NÃO ENCONTRADO;;;
ITL 3;NÃO ENCONTRADO;;;
ITL 5;NÃO ENCONTRADO;;;
ITL 6;NÃO ENCONTRADO;;;
ITLC11B;NÃO ENCONTRADO;;;
ITLM5;NÃO ENCONTRADO;;;
ITP 4;NÃO ENCONTRADO;;;
ITPS3;NÃO ENCONTRADO;;;
ITPS4;NÃO ENCONTRADO;;;
ITS 3;NÃO ENCONTRADO;;;
ITS 4;NÃO ENCONTRADO;;;
ITSA11;NÃO ENCONTRADO;;;
ITSA12;NÃO ENCONTRADO;;;
IVC 4;NÃO ENCONTRADO;;;
IVCT4;NÃO ENCONTRADO;;;
IVE 3;NÃO ENCONTRADO;;;
IVE 4;NÃO ENCONTRADO;;;
IVEN3;NÃO ENCONTRADO;;;
IVEN4;NÃO ENCONTRADO;;;
IVI 3;NÃO ENCONTRADO;;;
IVI 4;NÃO ENCONTRADO;;;
IVIL11;NÃO ENCONTRADO;;;
IVIL3;NÃO ENCONTRADO;;;
IVIL4;NÃO ENCONTRADO;;;
IVP 3;NÃO ENCONTRADO;;;
IVP 4;NÃO ENCONTRADO;;;
IVT 3;NÃO ENCONTRADO;;;
IVT 4;NÃO ENCONTRADO;;;
IVTE3;NÃO ENCONTRADO;;;
IVTE4;NÃO ENCONTRADO;;;
IVTL11B;NÃO ENCONTRADO;;;
IVTT3;NÃO ENCONTRADO;;;
J1KH34;NÃO ENCONTRADO;;;
J1NP34;NÃO ENCONTRADO;;;
J1WN34;NÃO ENCONTRADO;;;
JAR 3;NÃO ENCONTRADO;;;
JAR 6;NÃO ENCONTRADO;;;
JARI6;NÃO ENCONTRADO;;;
JBD 3;NÃO ENCONTRADO;;;
JBD 4;NÃO ENCONTRADO;;;
JBDU11;NÃO ENCONTRADO;;;
JBDU12;NÃO ENCONTRADO;;;
JBDU3;NÃO ENCONTRADO;;;
JBDU4;NÃO ENCONTRADO;;;
JBSS3;NÃO ENCONTRADO;;;
JCPC34;NÃO ENCONTRADO;;;
JFA 4;NÃO ENCONTRADO;;;
JFAB4;NÃO ENCONTRADO;;;
JFE 3;NÃO ENCONTRADO;;;
JHS 3;NÃO ENCONTRADO;;;
JHS 4;NÃO ENCONTRADO;;;
JNJB11B;NÃO ENCONTRADO;;;
JOI 4;NÃO ENCONTRADO;;;
JOIN4;NÃO ENCONTRADO;;;
JOO 4;NÃO ENCONTRADO;;;
JOPA3;NÃO ENCONTRADO;;;
JOPA4;NÃO ENCONTRADO;;;
JPMC11B;NÃO ENCONTRADO;;;
JPSA3;NÃO ENCONTRADO;;;
JPSA4;NÃO ENCONTRADO;;;
JSLG11;NÃO ENCONTRADO;;;
K1CS34;NÃO ENCONTRADO;;;
K1EL34;NÃO ENCONTRADO;;;
K1EY34;NÃO ENCONTRADO;;;
K1IM34;NÃO ENCONTRADO;;;
K1MX34;NÃO ENCONTRADO;;;
K1RC34;NÃO ENCONTRADO;;;
K1SG34;NÃO ENCONTRADO;;;
K1SS34;NÃO ENCONTRADO;;;
KEP 3;NÃO ENCONTRADO;;;
KEP 4;NÃO ENCONTRADO;;;
KEPL4;NÃO ENCONTRADO;;;
KFGI34;NÃO ENCONTRADO;;;
KLA 3;NÃO ENCONTRADO;;;
KLA 4;NÃO ENCONTRADO;;;
KLAB3;NÃO ENCONTRADO;;;
KLAB4;NÃO ENCONTRADO;;;
KMBB34;NÃO ENCONTRADO;;;
KMPR34;NÃO ENCONTRADO;;;
KROT11;NÃO ENCONTRADO;;;
KROT3;NÃO ENCONTRADO;;;
KROT4;NÃO ENCONTRADO;;;
KSSA3;NÃO ENCONTRADO;;;
L1BT34;NÃO ENCONTRADO;;;
L1BT35;NÃO ENCONTRADO;;;
L1CA34;NÃO ENCONTRADO;;;
L1DO34;NÃO ENCONTRADO;;;
L1EG34;NÃO ENCONTRADO;;;
L1EN34;NÃO ENCONTRADO;;;
L1FC34;NÃO ENCONTRADO;;;
L1IN34;NÃO ENCONTRADO;;;
L1KQ34;NÃO ENCONTRADO;;;
L1NC34;NÃO ENCONTRADO;;;
L1OE34;NÃO ENCONTRADO;;;
L1VS34;NÃO ENCONTRADO;;;
L1WH34;NÃO ENCONTRADO;;;
L1YB34;NÃO ENCONTRADO;;;
LAC 3;NÃO ENCONTRADO;;;
LAC 4;NÃO ENCONTRADO;;;
LAE 3;NÃO ENCONTRADO;;;
LAE 4;NÃO ENCONTRADO;;;
LAEL3;NÃO ENCONTRADO;;;
LAEL4;NÃO ENCONTRADO;;;
LAM 3;NÃO ENCONTRADO;;;
LAM 4;NÃO ENCONTRADO;;;
LAM 7;NÃO ENCONTRADO;;;
LAM 8;NÃO ENCONTRADO;;;
