feature,importance_mean,importance_std
ipca_12m,0.1449645020794446,0.05271461487221159
pib_change_3m,0.03514423313184924,0.05902762145557008
usd_brl_volatility,0.010081742240848464,0.06820565424260291
ibc_br_change,0.0,0.0
selic,0.0,0.0
selic_change,-0.10974527887571364,0.056792344385327466
usd_brl_return,-0.1148575126881763,0.050594370462
unemployment,-0.15935401516866046,0.08686321614330356
unemployment_change,-0.24201115148941235,0.09127903355005068
