date,ibc_br,selic,usd_brl,usd_brl_volatility,selic_change,usd_brl_return,ipca_12m,ipca_month,unemployment,pib_index,ibovespa,ifnc,icon,iee,ibovespa_return_1m,ibovespa_return_3m,ibovespa_volatility_3m_ann,ibovespa_drawdown,ifnc_return_1m,ifnc_return_3m,ifnc_volatility_3m_ann,ifnc_drawdown,icon_return_1m,icon_return_3m,icon_volatility_3m_ann,icon_drawdown,iee_return_1m,iee_return_3m,iee_volatility_3m_ann,iee_drawdown,ibc_br_change,pib_change_3m,unemployment_change
2018-11-30,96.28644,6.5,3.8633,0.02926290019010319,0.0,0.039163999246846215,4.56,0.45,11.8,167.83,89504.03,10086.1,3405.04,47257.39,0.023797706682009645,0.16727847128096074,0.1463854108566284,0.0,0.06955540615343514,0.27925087324558184,0.24705539178606195,0.0,0.040755570498517635,0.09345476265406139,0.0764139766494403,-0.10653260002518994,0.03644900766479475,0.18988711310796247,0.30069848161402857,0.0,-0.005385824679677187,-0.001249702451797119,-0.1999999999999993
2018-12-31,96.60347,6.5,3.8748,0.03563664757909596,0.0,0.0029767297388243463,4.05,-0.21,11.7,169.44,87887.27,10126.84,3399.97,49266.22,-0.01806354417784306,0.1076957184195142,0.2108281266744737,-0.01806354417784306,0.004039222296031042,0.2516503332801865,0.28139118497768706,0.0,-0.001488969292578135,0.08633569347170367,0.08944021391434183,-0.10786294554767206,0.04250827225117604,0.2519728280467497,0.23865463096946188,0.0,0.0032925716227538704,0.009593040576774126,-0.10000000000000142
2019-01-31,96.88802,6.5,3.6519,0.03915510842753574,0.0,-0.05752554970579127,3.75,0.15,11.7,169.44,97393.75,11521.57,3818.38,55793.07,0.10816674587798669,0.11404478541537144,0.2227311618340941,0.0,0.13772608237120365,0.2217762545359685,0.23156764886306494,0.0,0.1230628505545639,0.16709355992297592,0.21941852847752313,0.0,0.13248124171085185,0.22365352881469813,0.18630104614089618,0.0,0.0029455463659844305,0.009593040576774126,0.0
2019-02-28,97.16331,6.5,3.7385,0.03141633761452524,0.0,0.023713683288151488,3.78,0.32,12.2,169.44,95584.35,11229.69,3654.11,55826.46,-0.01857819418597184,0.06793347740878275,0.2529768006123336,-0.01857819418597184,-0.02533335300657802,0.11338277431316368,0.3010757519375723,-0.02533335300657802,-0.04302086225048318,0.07314745201231121,0.299405589857675,-0.04302086225048318,0.0005984614218217388,0.18132761881263448,0.23342936924863825,0.0,0.002841321352216708,0.009593040576774126,0.5
2019-03-31,96.94771,6.5,3.8967,0.045438839707551075,0.0,0.04231643707369259,3.89,0.43,12.5,169.02,95414.56,11004.45,3625.62,57449.27,-0.0017763368166442417,0.08564710224814132,0.23847039093050565,-0.02032152987229674,-0.020057543885895313,0.08666178195764918,0.32097316505414847,-0.04488277205276703,-0.007796700154073188,0.06636823266087655,0.3031460481885584,-0.05048214164121967,0.02906883223475032,0.1660985965637305,0.2404069723807655,0.0,-0.002218944578977311,-0.002478753541076406,0.3000000000000007
2019-04-30,96.39425,6.5,3.9453,0.022878574174550595,0.0,0.012472091769959226,4.58,0.75,12.8,169.02,96353.33,11142.39,3928.49,58734.74,0.00983885478275015,-0.010682615670923434,0.04949229756316843,-0.010682615670923434,0.012534929051429167,-0.03291044536465082,0.07105083025655663,-0.03291044536465082,0.08353605728123736,0.028836836564197332,0.2262700512992819,0.0,0.02237574124092445,0.052724648419597564,0.051567613821015816,0.0,-0.0057088506783709025,-0.002478753541076406,0.3000000000000007
2019-05-31,95.79732,6.5,3.9407,0.036509373630619006,0.0,-0.0011659442881403193,4.94,0.57,12.6,169.02,97030.32,11628.26,3967.14,61954.74,0.007026119387882224,0.015127685651469047,0.020990826164054604,-0.003731553616120098,0.04360554602737832,0.03549252027437966,0.11027820771795338,0.0,0.009838385741086197,0.08566518249313781,0.167833343681802,0.0,0.054822750556144495,0.10977375244642062,0.059344253124604805,0.0,-0.006192589288261496,-0.002478753541076406,-0.20000000000000107
2019-06-30,95.77798,6.5,3.8322,0.02767353868220638,0.0,-0.027533179384373385,4.66,0.13,12.4,169.51,100967.2,12005.39,4126.17,63830.97,0.040573709331268804,0.05819489184879112,0.06446679076128636,0.0,0.03243219535854891,0.09095774891066788,0.054518404432472335,0.0,0.04008681317019325,0.1380591457461069,0.1283288819104652,0.0,0.030283881426990122,0.11108409210421666,0.05860892752545708,0.0,-0.00020188456211511774,0.002899065199384543,-0.1999999999999993
2019-07-31,97.10725,6.5,3.7649,0.02416331223755854,0.0,-0.01756171389802197,3.37,0.01,12.1,169.51,101812.13,11854.86,4513.14,66282.51,0.00836836121037332,0.056653983832214205,0.06579402483064413,0.0,-0.012538534774796939,0.0639422960424112,0.10295016408938973,-0.012538534774796939,0.09378430845069397,0.14882308469666472,0.147277332274188,0.0,0.03840674832295354,0.1285060596165064,0.04330409204838196,0.0,0.013878659792156745,0.002899065199384543,-0.3000000000000007
2019-08-31,96.5971,6.0,4.1385,0.0367996183405004,-0.5,0.09923238333023443,3.22,0.19,11.9,169.51,101134.61,11994.7,4715.25,67856.73,-0.0066546098190855,0.042299046318717615,0.08358693960072631,-0.0066546098190855,0.011796006026220551,0.031512883268864034,0.07797934027526025,-0.0008904333803398945,0.04478256823408966,0.18857665723922024,0.10302079071017724,0.0,0.02375015671554981,0.0952629290349698,0.025435652252716906,0.0,-0.005253469746079653,0.002899065199384543,-0.1999999999999993
