date,ibc_br,selic,usd_brl,usd_brl_volatility,selic_change,usd_brl_return,ipca_12m,ipca_month,unemployment,pib_index,ibovespa,ifnc,icon,iee,ibovespa_return_1m,ibovespa_return_3m,ibovespa_volatility_3m_ann,ibovespa_drawdown,ifnc_return_1m,ifnc_return_3m,ifnc_volatility_3m_ann,ifnc_drawdown,icon_return_1m,icon_return_3m,icon_volatility_3m_ann,icon_drawdown,iee_return_1m,iee_return_3m,iee_volatility_3m_ann,iee_drawdown,ibc_br_change,pib_change_3m,unemployment_change,stress_score,target_p75,target_p80,target_p90,target_stress
2013-02-28,100.67255,7.25,1.9754,0.0179051555331069,0.0,-0.0064879545340239,6.15,0.86,7.2,171.1,57424.29,4116.27,2435.74,,-0.0391087973208164,-0.0008748216820064,0.1828239447692048,-0.1627489002969963,0.0103333930591997,0.0874528431486512,0.0962495734868666,0.0,-0.0186461027711301,0.0540952249063071,0.1130805752654726,-0.0186461027711301,,,,,-0.0043415424531703,0.0171204375222921,0.2999999999999998,-0.09843692117136926,0,0,0,0
2013-03-31,101.32331,7.25,2.0138,0.0183866865675997,0.0,0.0194391009415813,6.31,0.6,7.8,171.16,56352.09,4288.0,2364.45,,-0.0186715412589342,-0.0754689585654829,0.0400406641140605,-0.178381668749189,0.041719809439128,0.0681306965517414,0.0587668641471224,0.0,-0.0292683127098951,-0.0056269792205498,0.1367918455290565,-0.0473686755142989,,,,,0.0064641255237898,0.0003506721215662,0.5999999999999996,0.15133786172289249,0,0,0,0
2013-04-30,100.35893,7.5,2.0017,0.0203579138590882,0.25,-0.00600854106664,6.59,0.47,8.0,171.16,55910.37,4164.96,2423.25,,-0.0078385735116478,-0.0644414990322362,0.0550065727459578,-0.1848219844372158,-0.0286940298507462,0.0222842934879987,0.1221994732861499,-0.0286940298507462,0.0248683626213284,-0.023678294292552,0.099369207084418,-0.023678294292552,,,,,-0.0095178493477957,0.0003506721215662,0.2000000000000001,0.17242153512671443,0,0,0,0
2013-05-31,101.36727,8.0,2.1319,0.0280596650344199,0.5,0.0650447119948043,6.49,0.55,7.9,171.16,53506.08,4305.28,2434.06,,-0.0430025771605517,-0.0682326242083272,0.0623836461082497,-0.2198767399510399,0.0336905996696246,0.0459177847905991,0.1335246716787339,0.0,0.0044609512018982,-0.0006897287887869,0.0947090840499643,-0.019322970806037,,,,,0.0100473370929723,0.0003506721215662,-0.0999999999999996,0.1990356876306478,0,0,0,0
2013-06-30,102.48931,8.0,2.2156,0.047819355393096,0.0,0.0392607533186359,6.5,0.37,7.6,172.09,47457.13,3850.32,2304.13,,-0.1130516382437286,-0.1578461419975727,0.1855433485823289,-0.3080709525316133,-0.1056748922253604,-0.102070895522388,0.2418290119214994,-0.1056748922253604,-0.0533799495493125,-0.0255112182537163,0.1406046272219189,-0.0716714611485805,,,,,0.0110690561164368,0.0054335125029212,-0.3000000000000007,-0.0170344641884092,0,0,0,0
2013-07-31,102.64895,8.5,2.2903,0.0212508686648038,0.5,0.0337154721068784,6.7,0.26,7.5,172.09,48234.49,3862.18,2334.85,,0.0163802572974809,-0.1372890216966906,0.2244362161964747,-0.2967369767024802,0.0030802634586215,-0.0726969766816488,0.2537219616112446,-0.1029201352757543,0.0133325810609643,-0.0364799339729702,0.1254977079989497,-0.0592944456531373,,,,,0.0015576258636145,0.0054335125029212,-0.0999999999999996,0.09993179065035374,1,0,0,1
2013-08-31,102.29273,9.0,2.3725,0.0473131098443094,0.5,0.0358904946950182,6.27,0.03,7.4,172.09,50011.75,3889.09,2334.17,,0.0368462484002629,-0.0653071576164802,0.2815700580514366,-0.2708243726553399,0.0069675675395761,-0.0966696707298944,0.2214999718409026,-0.0966696707298944,-0.0002912392659056,-0.0410384296196477,0.1221030825186774,-0.0595684160482187,,,,,-0.0034702741723124,0.0054335125029212,-0.0999999999999996,0.37685098011458557,0,0,0,0
2013-09-30,102.65475,9.0,2.23,0.0396307579106606,0.0,-0.0600632244467861,6.09,0.24,7.2,174.44,52338.19,4213.61,2414.62,,0.0465178683009492,0.1028519845173949,0.0533042703790018,-0.2369046768542588,0.0834436847694446,0.0943531966174238,0.1569839936067065,-0.021292459491601,0.0344662128293997,0.0479530234839178,0.0606682676228704,-0.0271553009242472,,,,,0.0035390589341002,0.0136556453018767,-0.2000000000000001,-0.38330524824996787,0,0,0,0
2013-10-31,102.96846,9.5,2.2026,0.0208494272041082,0.5,-0.0122869955156951,5.86,0.35,7.0,174.44,54256.2,4544.0,2414.29,,0.0366464717255219,0.1248424104826235,0.0195460795338842,-0.2089399256707204,0.0784101993302655,0.1765376031153389,0.1481754508641902,0.0,-0.0001366674673447,0.034023598946399,0.0693608490926862,-0.0272882571453896,,,,,0.0030559715941054,0.0136556453018767,-0.2000000000000001,-0.23646710545820504,0,0,0,0
2013-11-30,103.47836,10.0,2.3249,0.0426837457911413,0.5,0.0555252882956507,5.84,0.57,6.8,174.44,52482.49,4323.47,2437.34,,-0.0326913790497676,0.0494031902502911,0.1495278361132315,-0.2348007704117561,-0.0485321302816901,0.1116919382169094,0.2590648829208163,-0.0485321302816901,0.0095473203302007,0.0441998654768076,0.0618399571131881,-0.0180014665474088,,,,,0.0049520018071553,0.0136556453018767,-0.2000000000000001,0.17095795769073835,0,0,0,0
2013-12-31,103.4262,10.0,2.3426,0.0303280008569697,0.0,0.0076132306765883,5.77,0.54,6.5,175.28,51507.16,4132.34,2395.54,,-0.0185839124629947,-0.0158780806137927,0.1269421403730406,-0.249021165911175,-0.0442075462533566,-0.0192874993176871,0.2496724598602672,-0.090594190140845,-0.0171498436820468,-0.0079018644755696,0.0468180809276152,-0.0348425878921201,,,,,-0.0005040667440032,0.0048154093097914,-0.2999999999999998,-0.19453094169882834,0,0,0,0
2014-01-31,103.70913,10.5,2.4263,0.0429678378448466,0.5,0.0357295312900196,5.91,0.92,6.2,175.28,47638.99,3824.38,2194.02,,-0.0750996560478194,-0.1219622826515679,0.1018971230642559,-0.3054194180504384,-0.0745243614997798,-0.1583670774647887,0.0568050595880067,-0.1583670774647887,-0.0841229952328076,-0.0912359327172791,0.1671662024011528,-0.1160345202697802,,,,,0.0027355737714429,0.0048154093097914,-0.2999999999999998,0.15490369497145418,0,0,0,0
2014-02-28,103.99242,10.75,2.3334,0.0264520084955293,0.25,-0.0382887524213823,5.59,0.55,6.5,175.28,47094.4,3970.86,2228.6,,-0.0114316025591642,-0.1026645267783596,0.1208205764341517,-0.3133595872085987,0.0383016332059051,-0.0815571751394135,0.2022700129186414,-0.1261311619718309,0.0157610231447298,-0.0856425447413985,0.1763255245911676,-0.1021023198846101,,,,,0.002731582069968,0.0048154093097914,0.2999999999999998,-0.06469874547702438,0,0,0,0
2014-03-31,103.66722,10.75,2.263,0.0298385135161361,0.0,-0.0301705665552414,5.68,0.69,6.8,175.56,50414.92,4412.12,2336.63,,0.0705077461439152,-0.0212055954939081,0.2528604100049854,-0.2649461192913495,0.1111245422905868,0.0677049807131067,0.3240320868292148,-0.0290228873239436,0.0484743785336085,-0.024591532598078,0.2392866242722062,-0.0585772878542476,,,,,-0.0031271509981207,0.0015974440894568,0.2999999999999998,0.006144710098619035,0,0,0,0
2014-04-30,103.37726,11.0,2.236,0.0331462662615963,0.25,-0.0119310649580202,6.15,0.92,7.2,175.56,51626.69,4690.04,2371.14,,0.0240359401542242,0.0837066444943523,0.1423490934565747,-0.247278408204506,0.0629901271950899,0.2263530297721461,0.1282935675674773,0.0,0.0147691333244885,0.0807285257199112,0.066440816082006,-0.0446732903038654,,,,,-0.0027970268711748,0.0015974440894568,0.4000000000000003,0.253439269212414,0,0,0,0
2014-05-31,103.25041,11.0,2.239,0.017760377219816,0.0,0.0013416815742395,6.28,0.67,7.2,175.56,51239.34,4585.59,2420.37,,-0.007502902084174,0.0880134368417475,0.1359410795797113,-0.2529260046043913,-0.0222705989714373,0.1548102929843913,0.234011012797879,-0.0222705989714373,0.0207621650345404,0.0860495378264381,0.062288470212432,-0.0248386394952498,,,,,-0.0012270590263274,0.0015974440894568,0.0,-0.1255179194475204,0,0,0,0
2014-06-30,102.81405,11.0,2.2025,0.0257796898026915,0.0,-0.0163019205002231,6.37,0.46,7.0,177.03,53168.22,4831.41,2529.48,,0.0376445129855302,0.0546128011310937,0.0802269395118582,-0.2248027678835692,0.0536070603782719,0.0950314134701686,0.1619558739763578,0.0,0.045079884480472,0.0825333921074367,0.0556059267303166,0.0,,,,,-0.0042262301912409,0.0083732057416268,-0.2000000000000001,-0.21864249073426764,0,0,0,0
2014-07-31,102.44865,11.0,2.2674,0.0202502663695586,0.0,0.0294665153234958,6.52,0.4,6.9,177.03,55829.41,5063.83,2554.95,,0.0500522680653969,0.081405954943073,0.1049270135336384,-0.1860023882181238,0.0481060394377625,0.0796986806082677,0.1465643316332983,0.0,0.0100692632477821,0.0775196740808219,0.0621519625880176,0.0,,,,,-0.0035539889732968,0.0083732057416268,-0.0999999999999996,-0.06554955675637626,0,0,0,0
2014-08-31,100.26057,11.0,2.2396,0.0209761910266638,0.0,-0.0122607391726206,6.5,0.01,7.0,177.03,61288.15,5743.63,2779.68,,0.0977753481543151,0.1961151334111641,0.1099741978592323,-0.1064134883293699,0.1342462128467978,0.2525389317405175,0.1670512712742334,0.0,0.0879586684670932,0.1484525093270863,0.1351376569331304,0.0,,,,,-0.0213578216989681,0.0083732057416268,0.0999999999999996,0.09302699670856882,1,0,0,1
2014-09-30,101.02757,11.0,2.451,0.0281770634876263,0.0,0.0943918556885159,6.51,0.25,7.0,174.43,54115.98,4972.47,2605.52,,-0.1170237639739492,0.0178256860959422,0.3907187004131657,-0.2109843453614184,-0.1342635232422701,0.0291964457580706,0.4749237101717832,-0.1342635232422701,-0.0626546940655039,0.0300615146196054,0.2609211313255338,-0.0626546940655039,,,,,0.0076500662224441,-0.0146867762526124,0.0,0.32233159112879506,1,0,0,1
